Id,SalePrice
1461,123352.125
1462,163084.33
1463,199778.52
1464,187254.23
1465,203413.03
1466,175809.12
1467,157402.33
1468,167742.4
1469,189666.55
1470,113935.5
1471,208403.12
1472,81908.99
1473,85228.18
1474,148220.45
1475,130939.01
1476,379587.3
1477,249729.6
1478,291965.12
1479,215301.72
1480,481834.84
1481,324058.3
1482,212369.25
1483,176918.02
1484,169165.27
1485,184006.34
1486,194113.44
1487,377213.5
1488,225123.36
1489,211448.53
1490,211359.81
1491,183370.27
1492,91675.91
1493,208618.48
1494,281509.7
1495,289635.6
1496,232568.55
1497,176552.94
1498,168340.0
1499,161429.86
1500,150853.39
1501,177051.02
1502,157904.94
1503,311514.28
1504,244716.58
1505,220788.86
1506,197924.23
1507,266965.3
1508,202005.3
1509,165785.92
1510,153232.48
1511,145311.2
1512,183168.39
1513,155077.48
1514,143541.73
1515,209142.19
1516,165833.2
1517,158662.4
1518,134618.31
1519,228852.66
1520,130716.92
1521,142060.86
1522,166118.28
1523,109942.29
1524,121775.94
1525,123501.734
1526,121465.91
1527,95957.49
1528,134993.33
1529,158848.03
1530,176260.05
1531,90538.836
1532,104918.57
1533,137655.58
1534,84678.31
1535,165885.88
1536,96958.61
1537,71468.26
1538,145578.62
1539,182544.62
1540,116593.03
1541,118742.59
1542,144428.92
1543,186247.1
1544,66993.086
1545,98734.04
1546,116428.14
1547,125370.3
1548,122351.58
1549,104515.51
1550,127828.26
1551,109169.34
1552,136016.94
1553,141544.94
1554,115159.76
1555,175256.03
1556,82322.08
1557,112786.84
1558,96279.7
1559,75017.83
1560,128372.99
1561,113464.58
1562,131055.945
1563,119992.06
1564,163007.22
1565,139955.67
1566,207991.12
1567,90891.2
1568,217905.08
1569,136544.08
1570,129893.02
1571,118718.82
1572,138134.66
1573,262954.5
1574,115498.18
1575,242314.83
1576,177972.28
1577,200420.1
1578,140717.47
1579,147206.47
1580,196530.12
1581,144221.22
1582,131105.83
1583,326971.1
1584,230994.94
1585,141885.39
1586,69846.32
1587,103265.46
1588,148242.78
1589,119851.85
1590,126653.266
1591,96689.07
1592,115088.17
1593,131645.19
1594,128344.836
1595,116672.336
1596,233373.72
1597,171979.23
1598,196071.66
1599,151722.52
1600,171851.69
1601,59865.918
1602,111407.055
1603,84296.16
1604,271523.16
1605,247967.97
1606,164755.61
1607,151224.58
1608,218611.53
1609,184878.97
1610,154837.5
1611,138480.89
1612,168125.97
1613,162468.67
1614,111355.86
1615,80630.42
1616,68602.98
1617,77317.555
1618,128160.88
1619,131000.46
1620,160991.86
1621,133996.47
1622,141941.14
1623,301072.28
1624,204747.78
1625,119998.48
1626,165719.86
1627,169053.83
1628,259766.86
1629,180859.27
1630,351094.7
1631,230352.58
1632,237250.33
1633,168532.6
1634,186750.78
1635,181807.8
1636,150661.16
1637,205255.11
1638,208157.02
1639,185221.33
1640,273056.28
1641,171180.56
1642,232056.55
1643,231321.2
1644,236587.86
1645,196901.77
1646,163127.27
1647,157232.34
1648,137394.44
1649,133939.48
1650,111737.44
1651,129951.26
1652,88289.31
1653,91744.66
1654,153618.9
1655,156557.97
1656,146909.58
1657,152412.83
1658,141802.19
1659,134159.11
1660,153680.31
1661,452648.88
1662,427773.7
1663,390678.0
1664,291905.0
1665,294897.8
1666,318026.03
1667,392316.7
1668,344097.44
1669,311599.25
1670,339877.5
1671,273426.8
1672,408979.8
1673,304522.16
1674,257706.25
1675,193509.78
1676,197470.05
1677,216321.31
1678,454141.03
1679,377284.38
1680,383520.78
1681,266648.0
1682,290715.12
1683,176427.05
1684,164470.05
1685,159703.67
1686,163820.1
1687,172507.84
1688,181280.61
1689,178477.44
1690,189026.77
1691,180795.28
1692,253812.05
1693,170033.98
1694,179794.92
1695,173521.92
1696,285846.3
1697,182611.83
1698,359776.62
1699,319729.94
1700,252393.72
1701,258704.28
1702,250282.5
1703,250206.84
1704,281990.66
1705,238885.92
1706,468292.56
1707,215544.75
1708,208211.42
1709,271532.72
1710,224229.22
1711,268967.3
1712,247310.23
1713,253798.0
1714,234467.27
1715,202823.78
1716,192288.08
1717,180394.34
1718,120993.27
1719,208169.12
1720,262846.7
1721,179306.4
1722,108359.766
1723,156060.23
1724,221183.39
1725,242861.5
1726,166720.6
1727,158862.88
1728,169055.92
1729,167701.77
1730,155237.73
1731,119141.195
1732,138334.64
1733,104410.11
1734,121473.664
1735,129823.8
1736,113484.92
1737,345786.66
1738,230969.61
1739,204893.11
1740,216682.44
1741,172592.6
1742,172675.73
1743,169406.3
1744,307755.28
1745,232020.03
1746,220555.27
1747,229826.81
1748,227626.77
1749,149391.36
1750,137388.55
1751,235910.38
1752,117443.51
1753,148364.14
1754,197397.56
1755,157327.58
1756,129066.94
1757,125775.43
1758,137126.48
1759,163791.5
1760,175130.72
1761,159774.95
1762,164646.28
1763,177392.77
1764,112122.14
1765,161383.08
1766,162669.45
1767,217200.28
1768,143020.58
1769,193134.6
1770,144057.36
1771,126947.6
1772,133810.4
1773,125187.266
1774,150001.1
1775,131388.95
1776,132776.56
1777,95965.914
1778,128130.57
1779,108617.28
1780,180048.7
1781,135500.75
1782,93344.9
1783,148889.3
1784,91832.19
1785,106626.51
1786,157093.55
1787,178122.73
1788,59918.64
1789,88955.47
1790,93069.875
1791,184935.92
1792,163122.6
1793,122755.85
1794,145615.28
1795,142604.77
1796,116939.8
1797,133361.08
1798,126217.98
1799,119006.29
1800,125737.66
1801,137747.23
1802,144881.27
1803,150342.95
1804,142714.42
1805,133578.61
1806,105014.67
1807,127555.234
1808,103666.664
1809,125698.57
1810,139810.12
1811,105298.48
1812,103110.57
1813,114660.695
1814,88712.92
1815,62465.75
1816,81779.81
1817,121455.48
1818,133896.83
1819,124175.98
1820,66048.49
1821,89571.8
1822,142698.22
1823,48755.94
1824,125541.984
1825,123194.0
1826,97376.625
1827,92944.016
1828,129044.91
1829,105662.93
1830,149136.42
1831,164615.67
1832,96483.2
1833,124151.23
1834,127710.305
1835,131485.72
1836,135829.77
1837,86576.94
1838,99565.47
1839,79559.22
1840,172897.03
1841,139197.75
1842,76236.33
1843,131751.7
1844,140509.2
1845,141221.61
1846,163899.62
1847,156504.38
1848,51297.336
1849,104598.87
1850,109410.625
1851,161501.0
1852,123846.836
1853,127193.73
1854,174070.22
1855,135862.02
1856,217011.66
1857,115084.0
1858,143986.08
1859,116092.85
1860,154978.88
1861,117792.36
1862,327927.0
1863,301819.16
1864,301819.16
1865,335844.44
1866,343924.53
1867,236765.95
1868,311528.84
1869,215107.77
1870,228664.83
1871,239626.11
1872,153675.03
1873,251105.17
1874,138087.62
1875,214062.03
1876,198443.81
1877,210091.14
1878,177404.27
1879,140666.48
1880,129837.79
1881,236256.88
1882,245843.83
1883,197733.5
1884,204372.62
1885,249863.95
1886,293555.72
1887,209777.2
1888,284905.2
1889,159494.69
1890,121402.555
1891,133041.84
1892,96247.38
1893,129588.9
1894,136079.34
1895,134547.6
1896,126947.36
1897,111919.914
1898,120365.93
1899,160260.25
1900,140413.3
1901,172217.22
1902,143214.52
1903,216571.08
1904,127481.54
1905,208790.25
1906,163939.97
1907,184282.23
1908,111166.45
1909,130421.94
1910,120958.44
1911,185611.42
1912,348658.9
1913,152477.38
1914,44663.207
1915,305818.12
1916,76975.805
1917,265592.25
1918,139366.7
1919,174871.03
1920,146625.58
1921,439494.94
1922,324097.88
1923,198464.06
1924,254732.3
1925,199821.2
1926,412865.3
1927,132427.02
1928,170580.69
1929,121656.95
1930,124082.22
1931,139913.64
1932,130426.91
1933,179245.88
1934,181775.03
1935,167998.88
1936,174644.38
1937,173388.11
1938,173595.25
1939,243009.78
1940,196617.67
1941,173840.11
1942,171705.89
1943,230082.52
1944,385211.0
1945,399030.6
1946,169617.44
1947,302513.62
1948,168739.58
1949,237136.78
1950,191280.48
1951,273711.47
1952,245983.6
1953,161711.22
1954,186279.78
1955,134318.23
1956,312229.28
1957,154427.38
1958,319268.0
1959,138056.42
1960,107606.77
1961,120547.43
1962,92105.05
1963,97822.0
1964,114012.13
1965,147904.58
1966,146805.38
1967,297433.03
1968,462894.2
1969,425807.0
1970,496405.56
1971,466079.12
1972,405708.47
1973,257940.58
1974,329266.34
1975,285449.4
1976,268770.62
1977,377512.94
1978,335193.94
1979,363063.44
1980,200709.67
1981,369124.97
1982,239143.72
1983,217249.17
1984,162474.4
1985,217620.14
1986,201120.3
1987,179748.3
1988,166905.28
1989,197548.78
1990,208573.33
1991,257357.0
1992,232126.05
1993,167274.97
1994,251799.64
1995,181170.86
1996,246964.25
1997,314014.1
1998,341135.5
1999,269332.56
2000,296927.44
2001,258072.45
2002,258309.58
2003,264384.78
2004,261040.34
